p1.3_RF
Counts
SciMode:IT1=100.00ms:NS1=50:IT2=100.00ms:NS2=50:Obj=10X UV:(5/1/2025 12:31:33 PM)
500.26	-4.0000
501.03	-4.0200
501.81	-4.2400
502.58	-3.7798
503.36	-2.8398
504.13	-2.6199
504.90	-3.5601
505.68	-2.4402
506.45	-3.9199
507.23	-3.3801
508.00	-2.8401
508.78	-2.3601
509.55	-2.8201
510.32	-3.7600
511.10	-3.5601
511.87	-3.0598
512.64	-3.2800
513.42	-3.9600
514.19	-2.7000
514.97	-3.3401
515.74	-3.1799
516.51	-3.2600
517.29	-4.1599
518.06	-4.1401
518.83	-2.9399
519.60	-3.5000
520.38	-2.5398
521.15	-2.7200
521.92	-3.4800
522.70	-3.4802
523.47	-3.6199
524.24	-3.3201
525.01	-3.8599
525.79	-3.1401
526.56	-2.8799
527.33	-3.4199
528.10	-2.6199
528.88	-6.6599
529.65	-2.7000
530.42	-3.1401
531.19	-3.2600
531.96	-2.5400
532.74	-3.3599
533.51	-3.3601
534.28	-4.1799
535.05	-2.8398
535.82	-3.7200
536.59	-3.5400
537.36	-3.5601
538.14	-3.6201
538.91	-3.4399
539.68	-2.8599
540.45	-3.9199
541.22	-3.0000
541.99	-3.0000
542.76	-3.7200
543.53	-3.2400
544.30	-3.3198
545.07	-3.5400
545.85	-3.3398
546.62	-3.2800
547.39	-2.6199
548.16	-3.3799
548.93	-3.5400
549.70	-5.0801
550.47	-3.6401
551.24	-4.3000
552.01	-2.8201
552.78	-2.8000
553.55	-3.0200
554.32	-3.1001
555.09	-4.1599
555.86	-2.6599
556.63	-4.0000
557.40	-2.5999
558.17	-2.8201
558.94	-3.2402
559.70	-3.5000
560.47	-2.1799
561.24	-3.8000
562.01	-3.2600
562.78	-3.2200
563.55	-3.2400
564.32	-2.7002
565.09	-4.1599
565.86	-3.1201
566.63	-3.6201
567.39	-3.2400
568.16	-4.3599
568.93	-3.8401
569.70	-3.6001
570.47	-3.4600
571.24	-2.8401
572.00	-4.1799
572.77	-2.5400
573.54	-3.8599
574.31	-3.7002
575.08	-3.7000
575.84	-3.9600
576.61	-3.0000
577.38	-3.0400
578.15	-2.8398
578.91	-3.7000
579.68	-3.9199
580.45	-3.5400
581.22	-2.7400
581.98	-3.0801
582.75	-4.4199
583.52	-3.8999
584.29	-3.7200
585.05	-3.4800
585.82	-3.6201
586.59	-3.7000
587.35	-3.4800
588.12	-3.5798
588.89	-3.0200
589.65	-3.7200
590.42	-2.9402
591.19	-3.7000
591.95	-3.5200
592.72	-3.3601
593.48	-4.3801
594.25	-4.4001
595.02	-3.0798
595.78	-3.4402
596.55	-3.6201
597.31	-3.5400
598.08	-3.7600
598.84	-3.7200
599.61	-3.6799
600.38	-3.5601
601.14	-5.7400
601.91	-3.6199
602.67	-4.0400
603.44	-2.5200
604.20	-3.9600
604.97	-4.7600
605.73	-3.4399
606.50	-3.5000
607.26	-3.6201
608.03	-3.9600
608.79	-4.9399
609.56	-4.8601
610.32	-3.6401
611.08	-2.8601
611.85	-3.4402
612.61	-3.4199
613.38	-1.5801
614.14	-3.7600
614.91	-2.8201
615.67	-3.0200
616.43	-2.5801
617.20	-3.3401
617.96	-2.3599
618.73	-3.3201
619.49	-3.4800
620.25	-2.8799
621.02	-3.4602
621.78	-3.7400
622.54	-2.8398
623.31	-2.9199
624.07	-3.8999
624.83	-3.8999
625.60	-3.2600
626.36	-4.2400
627.12	-3.1399
627.88	-2.6799
628.65	-3.6201
629.41	-2.2800
630.17	-2.6599
630.93	-3.5801
631.70	-2.7800
632.46	-3.9800
633.22	-2.8599
633.98	-4.0400
634.75	-3.8201
635.51	-2.9202
636.27	-2.8201
637.03	-2.2600
637.79	-3.0000
638.56	-3.2400
639.32	-2.4800
640.08	-2.1799
640.84	-2.7000
641.60	-2.9800
642.36	-3.5000
643.13	-2.1802
643.89	-4.1199
644.65	-1.5601
645.41	-3.0400
646.17	-3.3401
646.93	-2.3601
647.69	-2.3401
648.45	-2.6799
649.21	-2.0200
649.97	-2.8201
650.73	-2.7400
651.50	-2.5000
652.26	-2.8198
653.02	-2.1201
653.78	-2.2600
654.54	-1.9800
655.30	-1.9800
656.06	-1.9602
656.82	-2.2400
657.58	-0.1401
658.34	-0.8201
659.10	-0.5000
659.86	-0.6199
660.62	-0.2800
661.37	-1.2600
662.13	-0.3000
662.89	4.4199
663.65	-0.3000
664.41	0.1199
665.17	0.3599
665.93	1.1399
666.69	0.7200
667.45	2.8201
668.21	3.0601
668.97	3.0398
669.72	1.4199
670.48	3.9199
671.24	4.2200
672.00	4.5200
672.76	4.4800
673.52	3.8000
674.28	4.5801
675.03	3.0601
675.79	5.8801
676.55	4.9202
677.31	5.2200
678.07	5.0400
678.82	4.5801
679.58	5.0801
680.34	4.8198
681.10	4.4399
681.85	4.9001
682.61	4.4802
683.37	5.4800
684.13	4.3000
684.88	3.8601
685.64	3.5200
686.40	5.2200
687.15	6.0200
687.91	7.3601
688.67	7.6399
689.42	10.7400
690.18	13.3599
690.94	23.0200
691.69	60.4001
692.45	134.3601
693.21	226.1602
693.96	270.0801
694.72	235.3000
695.48	135.6799
696.23	74.4199
696.99	58.2000
697.74	55.9602
698.50	55.1599
699.25	55.0798
700.01	57.1001
700.77	58.6602
701.52	63.2200
702.28	53.9199
703.03	44.3401
703.79	44.7400
704.54	47.8201
705.30	50.2200
706.05	41.6399
706.81	36.9199
707.56	34.8401
708.32	31.4001
709.07	28.0999
709.83	25.4800
710.58	25.0598
711.34	24.5000
712.09	24.9600
712.84	27.2400
713.60	29.5200
714.35	28.2600
715.11	30.4199
715.86	31.3801
716.61	30.5798
717.37	30.7798
718.12	28.3801
